ticker,q_code,name
HNL,YAHOO/TSX_HNL_TO,Horizon North Logistics Inc. 
HNO,YAHOO/TSX_HNO_TO,Hbp Long Nat Gas Short Crude Sp 
HNT,YAHOO/TSX_HNT_TO,Huntingdon Captial Corp 
HNU,YAHOO/TSX_HNU_TO,Horizons Beta Pro Nymex Nat Gas Bull ETF 
HNY,YAHOO/TSX_HNY_A_TO,Horizons Natural Gas Yield ETF Adv Class 
HNY,YAHOO/TSX_HNY_TO,Horizons Natural Gas Yield ETF 
HNZ,YAHOO/TSX_HNZ_A_TO,HNZ Group Inc. Cl A
HNZ,YAHOO/TSX_HNZ_B_TO,HNZ Group Inc. Cl B
HOC,YAHOO/TSX_HOC_TO,Heritage Oil Corp. 
HOD,YAHOO/TSX_HOD_TO,Horizon Beta Pro Nymex Crde Oil Bear ETF 
HON,YAHOO/TSX_HON_TO,Hbp Long Crude Short Nat Gas Sp 
HOT,YAHOO/TSX_HOT_UN_TO,American Hotel Income Properties REIT LP
HOU,YAHOO/TSX_HOU_TO,Horizon Betapro Nymex Crde Oil Bull ETF 
HOY,YAHOO/TSX_HOY_A_TO,Horizons Crude Oil Yield ETF Adv Class 
HOY,YAHOO/TSX_HOY_TO,Horizons Crude Oil Yield ETF 
HPR,YAHOO/TSX_HPR_TO,Horizons Preferred Share ETF 
HPS,YAHOO/TSX_HPS_A_TO,Hammond Power Solutions Inc. Cl A. Sv 
HQD,YAHOO/TSX_HQD_TO,Horizons Betapro Nasdaq100 Bear Plus ETF 
HQU,YAHOO/TSX_HQU_TO,Horizons Betapro Nasdaq100 Bull Plus ETF 
HR,YAHOO/TSX_HR_UN_TO,H&R Real Estate Inv Trust 
HRG,YAHOO/TSX_HRG_TO,High River Gold J 
HRR,YAHOO/TSX_HRR_UN_TO,Australian REIT Income Fund
HRT,YAHOO/TSX_HRT_TO,Harte Gold Corp 
HRX,YAHOO/TSX_HRX_TO,Heroux-Devtek 
HSD,YAHOO/TSX_HSD_TO,Horizons Betapro S&P 500R Bear Plus ETF 
HSE,YAHOO/TSX_HSE_TO,Husky Energy Inc. 
HSL,YAHOO/TSX_HSL_TO,Hse Integrated Ltd. 
HSU,YAHOO/TSX_HSU_TO,Horizons Betapro S&P 500R Bull Plus ETF 
HTD,YAHOO/TSX_HTD_TO,Horizons Betapro U.To 30 Yr Bear Plus ETF 
HTU,YAHOO/TSX_HTU_TO,Horizons Betapro U.To 30 Yr Bull Plus ETF 
HUC,YAHOO/TSX_HUC_TO,Horizons Wt Nymex Crude Oil ETF 
HUG,YAHOO/TSX_HUG_TO,Horizons Comex Gold ETF 
HUK,YAHOO/TSX_HUK_TO,Horizons Comex Copper ETF 
HUN,YAHOO/TSX_HUN_TO,Horizons Wt Nymex Nat Gas ETF 
HUT,YAHOO/TSX_HUT_A_TO,Horizons Universa Cdn Black Swa 
HUT,YAHOO/TSX_HUT_TO,Horizons Universa Cdn Black Swa 
HUV,YAHOO/TSX_HUV_TO,Horizons Bp Sp500 VIX ST Futures ETF 
HUZ,YAHOO/TSX_HUZ_TO,Horizons Comex Silver ETF 
HVI,YAHOO/TSX_HVI_TO,Horizons Bp Sp500 VIX ST Fut Inv ETF 
HVU,YAHOO/TSX_HVU_TO,Horizons Bp Sp500 VIX ST Fut Bull Plus 
HW,YAHOO/TSX_HW_TO,Harry Winston Diamond Corporation 
HWD,YAHOO/TSX_HWD_TO,Hardwoods Distribution Inc 
HWO,YAHOO/TSX_HWO_TO,High Arctic Energy Services Inc. 
HXD,YAHOO/TSX_HXD_TO,Horizons Betapro S&P/Tsx60 Bear Plus ETF 
HXS,YAHOO/TSX_HXS_TO,Horizons Sp500 Index Cdn Hedged ETF 
HXT,YAHOO/TSX_HXT_TO,Horizons Sp Tsx60 Index ETF 
HXU,YAHOO/TSX_HXU_TO,Horizons Betapro S&P/Tsx60 Bull Plus ETF 
HYB,YAHOO/TSX_HYB_UN_TO,Ddj High Yield Fund 
HYD,YAHOO/TSX_HYD_TO,Hyduke Energy Services Inc. 
HYG,YAHOO/TSX_HYG_TO,Hydrogenics Corporation 
HYI,YAHOO/TSX_HYI_A_TO,Horizons High Yield Bd ETF Adv 
HYI,YAHOO/TSX_HYI_TO,Horizons High Yield Bd ETF 
HZD,YAHOO/TSX_HZD_TO,Horizons Bp Comex Silver Bear Plus ETF 
HZM,YAHOO/TSX_HZM_TO,Horizonte Minerals Plc 
HZU,YAHOO/TSX_HZU_TO,Horizons Bp Comex Silver Bull Plus ETF 
HZY,YAHOO/TSX_HZY_A_TO,Horizons Silver Yield ETF Adv Class 
HZY,YAHOO/TSX_HZY_TO,Horizons Silver Yield ETF 
I,YAHOO/TSX_I_TO,Intellipharmaceutics International Inc. 
IAE,YAHOO/TSX_IAE_TO,Ithaca Energy Inc. 
IAG,YAHOO/TSX_IAG_TO,Industrial Alliance Ins & Fin Srv Inc 
IAM,YAHOO/TSX_IAM_TO,Integrated Asset Management Corp. 
IAU,YAHOO/TSX_IAU_TO,Intrepid Mines Ltd. 
IBG,YAHOO/TSX_IBG_TO,Ibi Group Inc. 
ICE,YAHOO/TSX_ICE_TO,Canlan ICE Sports Corp. 
ICI,YAHOO/TSX_ICI_TO,Inter-Citic Minerals Inc. 
ICP,YAHOO/TSX_ICP_TO,Ic Potash Corp 
ICS,YAHOO/TSX_ICS_TO,Intrinsyc Software International Inc. 
IDC,YAHOO/TSX_IDC_TO,Intl Datacasting J 
IDG,YAHOO/TSX_IDG_TO,Indigo Books & Music Inc. 
IDL,YAHOO/TSX_IDL_TO,Imaging Dynamics Company Ltd 
IDX,YAHOO/TSX_IDX_UN_TO,Indexplus Income Fund. 
IE,YAHOO/TSX_IE_TO,Ivanhoe Energy 
IFC,YAHOO/TSX_IFC_TO,Intact Financial Corporation 
IFP,YAHOO/TSX_IFP_A_TO,International Forest Products Ltd.Cl.A 
IGM,YAHOO/TSX_IGM_TO,Igm Financial Inc. 
IGT,YAHOO/TSX_IGT_TO,Ishares Gold Trust 
III,YAHOO/TSX_III_TO,Imperial Metals Corp 
IIP,YAHOO/TSX_IIP_UN_TO,Interrent Real Estate Investment Trust 
IM,YAHOO/TSX_IM_TO,Imris Inc. 
IMG,YAHOO/TSX_IMG_TO,Iamgold Corp 
IMN,YAHOO/TSX_IMN_TO,Inmet Mng Corp 
IMO,YAHOO/TSX_IMO_TO,Imperial Oil 
IMP,YAHOO/TSX_IMP_TO,Intermap Tech Corp. 
IMX,YAHOO/TSX_IMX_TO,Imax Corp 
IMZ,YAHOO/TSX_IMZ_TO,International Minerals Corporation 
INC,YAHOO/TSX_INC_UN_TO,Income Fin Un 
INE,YAHOO/TSX_INE_TO,Innergex Renewable Energy Inc. 
INN,YAHOO/TSX_INN_UN_TO,Innvest Real Estate Investment Trust 
INO,YAHOO/TSX_INO_UN_TO,Inovalis Real Estate Investment Trust
INQ,YAHOO/TSX_INQ_TO,Inscape Corp 
INV,YAHOO/TSX_INV_TO,Inv Metals Inc. 
IPL,YAHOO/TSX_IPL_UN_TO,Inter Pipeline Fund 
IRD,YAHOO/TSX_IRD_TO,Intl Road Dynam 
IRG,YAHOO/TSX_IRG_TO,Imvescor Restaurant Group Inc. 
IRL,YAHOO/TSX_IRL_TO,Minera Irl Limited 
ISA,YAHOO/TSX_ISA_TO,Isotechnika Pharma Inc. 
ISM,YAHOO/TSX_ISM_TO,Inspiration Mining Corporation 
ISN,YAHOO/TSX_ISN_TO,Insignia Energy Ltd. 
ISV,YAHOO/TSX_ISV_TO,Information Services Corp.
IT,YAHOO/TSX_IT_TO,The Intertain Group Ltd.
ITH,YAHOO/TSX_ITH_TO,International Tower Hill Mines Ltd 
ITP,YAHOO/TSX_ITP_TO,Intertape Polymer 
IVA,YAHOO/TSX_IVA_TO,Ivanhoe Australia Ltd 
IVN,YAHOO/TSX_IVN_TO,Ivanhoe Mines Ltd.
IVW,YAHOO/TSX_IVW_TO,Ivernia Inc 
JAG,YAHOO/TSX_JAG_TO,Jaguar Mining Inc. 
JCT,YAHOO/TSX_JCT_TO,Jewett-Cameron Tra Com Npv 
JDN,YAHOO/TSX_JDN_TO,Jayden Resources Inc 
JDU,YAHOO/TSX_JDU_TO,Jds Uniphase Canada Ltd. 
JE,YAHOO/TSX_JE_TO,Just Energy Group Inc 
JEC,YAHOO/TSX_JEC_TO,Jura Energy Corp. 
JFC,YAHOO/TSX_JFC_TO,Jaguar Financialcorp. 
JOV,YAHOO/TSX_JOV_TO,Jovian Capital Corporation 
JOY,YAHOO/TSX_JOY_TO,Journey Energy Inc.
K,YAHOO/TSX_K_TO,Kinross Gold Corp. 
KAT,YAHOO/TSX_KAT_TO,Katanga Mining Limited 
KBL,YAHOO/TSX_KBL_TO,Kbro Linen Inc. 
KBR,YAHOO/TSX_KBR_TO,Kimber Res Inc. 
KDX,YAHOO/TSX_KDX_TO,Klondex Mines Ltd. 
KEG,YAHOO/TSX_KEG_UN_TO,Keg Royalties Income Fund
KEL,YAHOO/TSX_KEL_TO,Kelt Exploration Inc.
KEL,YAHOO/TSX_KEL_TO,Kelt Exploration Ltd.
KEY,YAHOO/TSX_KEY_TO,Keyera Corp 
KFS,YAHOO/TSX_KFS_TO,Kingsway Fin 
KGI,YAHOO/TSX_KGI_TO,Kirkland Lake Gold Inc. 
KGN,YAHOO/TSX_KGN_TO,Keegan Resources Inc. 
KLS,YAHOO/TSX_KLS_TO,Kelso Technologies Inc.
KMP,YAHOO/TSX_KMP_TO,Killam Properties Inc. 
KOR,YAHOO/TSX_KOR_TO,Corvus Gold Inc 
KPT,YAHOO/TSX_KPT_TO,KP Tissue Inc.
KRE,YAHOO/TSX_KRE_UN_TO,Keyreit 
KRN,YAHOO/TSX_KRN_TO,Karnalyte Resources Inc 
KWH,YAHOO/TSX_KWH_UN_TO,Crius Energy Trust
KXF,YAHOO/TSX_KXF_TO,First Asset Dex Corp Bond Index 
KXS,YAHOO/TSX_KXS_TO,Kinaxis Inc.
L,YAHOO/TSX_L_TO,Loblaw Co 
LAC,YAHOO/TSX_LAC_TO,Lithium Americas Corp 
LAM,YAHOO/TSX_LAM_TO,Laramide Resources Ltd. 
LAS,YAHOO/TSX_LAS_A_TO,Lassonde Industries Inc. Cl A Sv 
LB,YAHOO/TSX_LB_TO,Laurentian Bank 
LBE,YAHOO/TSX_LBE_TO,Liberty Mines Inc. 
LBS,YAHOO/TSX_LBS_TO,Life & Banc Split Corp. 
LCS,YAHOO/TSX_LCS_TO,Brompton Lifeco Split Corp Class A 
LEG,YAHOO/TSX_LEG_TO,Legacy Oil And Gas Inc 
LEX,YAHOO/TSX_LEX_TO,Lexam VG Gold Inc 
LFE,YAHOO/TSX_LFE_TO,Canadian Life Companies Split Corp. 
LGC,YAHOO/TSX_LGC_TO,Luna Gold Corp.
LGT,YAHOO/TSX_LGT_A_TO,Logistec Corporation Cl.A Mv 
LGT,YAHOO/TSX_LGT_B_TO,Logistec Corporation Cl.B Sv 
LIF,YAHOO/TSX_LIF_UN_TO,Labrador Iron Ore Royalty Corporation 
LII,YAHOO/TSX_LII_TO,Logan International Inc 
LIM,YAHOO/TSX_LIM_TO,Labrador Iron Mines Holdings Limited 
LIP,YAHOO/TSX_LIP_TO,Lipari Energy Inc 
LIQ,YAHOO/TSX_LIQ_TO,Liquor Stores Na Ltd. 
LLL,YAHOO/TSX_LLL_TO,Lululemon Athletica Inc 
LMA,YAHOO/TSX_LMA_TO,La Mancha Resources Inc. 
LMP,YAHOO/TSX_LMP_TO,Lumenpulse Inc.
LN,YAHOO/TSX_LN_TO,Loncor Resources Inc.
LNF,YAHOO/TSX_LNF_TO,Leons Furniture 
LNR,YAHOO/TSX_LNR_TO,Linamar Corp 
LNV,YAHOO/TSX_LNV_TO,Longview Oil Corp 
LOR,YAHOO/TSX_LOR_TO,Lorus Therapeutics Inc. 
LPK,YAHOO/TSX_LPK_TO,Lupaka Gold Corp 
LPR,YAHOO/TSX_LPR_TO,Lone Pine Resources Inc 
LPV,YAHOO/TSX_LPV_UN_TO,Global Strat Lp Un 
LRE,YAHOO/TSX_LRE_TO,Long Run Exploration Inc.
LRT,YAHOO/TSX_LRT_UN_TO,Lanesborough R.E. Investment Trust 
LSA,YAHOO/TSX_LSA_TO,Lachlan Star Limited 
LSC,YAHOO/TSX_LSC_TO,Lifeco Split 
LSG,YAHOO/TSX_LSG_TO,Lake Shore Gold Corp. 
LSL,YAHOO/TSX_LSL_TO,Liberty Silver Corp 
LTS,YAHOO/TSX_LTS_TO,Lightstream Resources Ltd.
LUC,YAHOO/TSX_LUC_TO,Lucara Diamond Corp 
LUN,YAHOO/TSX_LUN_TO,Lundin Mining Corp. 
LUP,YAHOO/TSX_LUP_TO,Lundin Petroleum Ab 
LVN,YAHOO/TSX_LVN_TO,Levon Resources Ltd. 
LW,YAHOO/TSX_LW_TO,Leisureworld Senior Care Corp 
LWP,YAHOO/TSX_LWP_TO,Legumex Walker Inc 
LXF,YAHOO/TSX_LXF_A_TO,Can 60 Income Adv Class A ETF 
LXF,YAHOO/TSX_LXF_TO,Can 60 Income ETF 
LYD,YAHOO/TSX_LYD_TO,Lydian International Limited 
MA,YAHOO/TSX_MA_TO,Manac Inc.
MAA,YAHOO/TSX_MAA_TO,Magindustries Corp. 
MAG,YAHOO/TSX_MAG_TO,Mag Silver Corp. 
MAL,YAHOO/TSX_MAL_TO,Magellan Aero 
MAQ,YAHOO/TSX_MAQ_TO,Mcewen Mining Minera Andes Acq Corp 
MAR,YAHOO/TSX_MAR_TO,Primary Corp 
MAW,YAHOO/TSX_MAW_TO,Mawson Resources Ltd. 
MAX,YAHOO/TSX_MAX_TO,Midas Gold Inc 
MAY,YAHOO/TSX_MAY_TO,Meadow Bay Gold Corporation 
MB,YAHOO/TSX_MB_TO,Mega Brandsinc. 
MB,YAHOO/TSX_MB_WT_TO,Mega Brands Inc. Wts 
MBA,YAHOO/TSX_MBA_TO,Cibt Education Group Inc 
MBC,YAHOO/TSX_MBC_TO,Mbac Fertilizer Corp. 
MBN,YAHOO/TSX_MBN_TO,Middlefield Bancp Com Npv 
MBT,YAHOO/TSX_MBT_TO,Manitoba Telecom 
MBX,YAHOO/TSX_MBX_TO,Microbix J 
MCB,YAHOO/TSX_MCB_TO,Mccoy Corporation 
MCZ,YAHOO/TSX_MCZ_TO,Mad Catz Interactive Inc. 
MDA,YAHOO/TSX_MDA_TO,Macdonald Dettwiler 
MDF,YAHOO/TSX_MDF_TO,Mediagrif Interac 
MDG,YAHOO/TSX_MDG_TO,Medicago Inc 
MDI,YAHOO/TSX_MDI_TO,Major Drilling Grp 
MDM,YAHOO/TSX_MDM_TO,Mineral Deposits Limited 
MDN,YAHOO/TSX_MDN_TO,Mdninc. 
MDW,YAHOO/TSX_MDW_TO,Midway Gold Corp.
MDZ,YAHOO/TSX_MDZ_A_TO,Mdc Partners Inc. Cl .A Sv 
ME,YAHOO/TSX_ME_TO,Moneta Porcupine J 
MEG,YAHOO/TSX_MEG_TO,Meg Energy Corp. 
MEQ,YAHOO/TSX_MEQ_TO,Mainstreet Eq J 
MET,YAHOO/TSX_MET_TO,Metalore Resources Com Npv 
MFC,YAHOO/TSX_MFC_TO,Manulife Fin 
MFI,YAHOO/TSX_MFI_TO,Maple Leaf Foods 
MFR,YAHOO/TSX_MFR_UN_TO,Manulife FLoating Rate Senior
MFT,YAHOO/TSX_MFT_M_TO,Manulife Financial Capital Trust 
MG,YAHOO/TSX_MG_TO,Magna International Inc 
MGA,YAHOO/TSX_MGA_TO,Mega Uranium Ltd. 
MGO,YAHOO/TSX_MGO_TO,Migao Corporation 
MGT,YAHOO/TSX_MGT_TO,Mines Management Inc. 
MGX,YAHOO/TSX_MGX_TO,Mgm Energy Corp. 
MHR,YAHOO/TSX_MHR_TO,Mcgraw-Hill Ryerson 
MHY,YAHOO/TSX_MHY_UN_TO,Marret High Yield Strategies Fund
MIC,YAHOO/TSX_MIC_TO,Genworth Mi Canada Inc. 
MID,YAHOO/TSX_MID_UN_TO,Mint Income Fund 
MIG,YAHOO/TSX_MIG_UN_TO,Marret Investment Grade Bond Fund 
MIP,YAHOO/TSX_MIP_TO,Middlefield Income Plus II Corp 
MKP,YAHOO/TSX_MKP_TO,Mcan Mortgage Corporation 
MKZ,YAHOO/TSX_MKZ_UN_TO,Mackenzie Mstr Un 
ML,YAHOO/TSX_ML_TO,Mercator Minerals Ltd. 
MLG,YAHOO/TSX_MLG_TO,Malaga Inc. 
MLP,YAHOO/TSX_MLP_TO,Front Street MLP Income Fund 
MLQ,YAHOO/TSX_MLQ_TO,Front Street MLP In Fd II Ltd 
MM,YAHOO/TSX_MM_TO,Mood Media Corporation 
MMM,YAHOO/TSX_MMM_TO,Minco Gold Corporation 
MMN,YAHOO/TSX_MMN_UN_TO,Multi-Manager Unit 
MMP,YAHOO/TSX_MMP_UN_TO,Precious Metals And Mining Trust 
MMS,YAHOO/TSX_MMS_TO,Macarthur Minerals Limited 
MMT,YAHOO/TSX_MMT_TO,Mart Resources Inc.
MMW,YAHOO/TSX_MMW_TO,Magma Metals Limited 
MNB,YAHOO/TSX_MNB_TO,Mirabela Nickel Limited 
MND,YAHOO/TSX_MND_TO,Mandalay Resources Corporation 
MNR,YAHOO/TSX_MNR_TO,Mediterranean Resources Ltd. 
MNT,YAHOO/TSX_MNT_TO,Royal Canadian Mint 
MNW,YAHOO/TSX_MNW_TO,Mitel Networks Corporation 
MOL,YAHOO/TSX_MOL_TO,Moly Mines Limited 
MOZ,YAHOO/TSX_MOZ_TO,Marathon Gold Corporation 
MPC,YAHOO/TSX_MPC_C_TO,Madison Pacific Properties Inc. 
MPC,YAHOO/TSX_MPC_TO,Madison Pac Cl B 
MPI,YAHOO/TSX_MPI_TO,Metals Plus Income Corp 
MPM,YAHOO/TSX_MPM_TO,Markland Agf Precious Metals Corp. 
MPV,YAHOO/TSX_MPV_TO,Mountain Prov J 
MR,YAHOO/TSX_MR_UN_TO,Melcor REIT
MRC,YAHOO/TSX_MRC_TO,Morguard Corp. 
MRD,YAHOO/TSX_MRD_TO,Melcor Dev 
MRE,YAHOO/TSX_MRE_TO,Martinrea International Inc. 
MRG,YAHOO/TSX_MRG_UN_TO,Morguard Na Residential REIT Units 
MRN,YAHOO/TSX_MRN_TO,Marengo Mining Limited 
MRT,YAHOO/TSX_MRT_UN_TO,Morguard Un 
MRU,YAHOO/TSX_MRU_TO,Metro Inc. Cl.A Sv 
MRY,YAHOO/TSX_MRY_TO,Mariana Resources Ltd 
MSI,YAHOO/TSX_MSI_TO,Morneau Shepell Inc. 
MSL,YAHOO/TSX_MSL_TO,Merus Labs International Inc 
MSV,YAHOO/TSX_MSV_TO,Minco Silver Corp. 
MT,YAHOO/TSX_MT_TO,Miranda Technologies Inc. 
MTA,YAHOO/TSX_MTA_TO,Matrix Asset Management Inc 
MTG,YAHOO/TSX_MTG_TO,Timbercreek Sr Mortgage Investment Corp 
MTL,YAHOO/TSX_MTL_TO,Mullen Group Ltd. 
MTY,YAHOO/TSX_MTY_TO,Mty Food Group Inc 
MUX,YAHOO/TSX_MUX_TO,Mcewen Mining Inc 
MWE,YAHOO/TSX_MWE_TO,Mawson West Ltd 
MX,YAHOO/TSX_MX_TO,Methanex Corp 
MXF,YAHOO/TSX_MXF_A_TO,Can Materials Income ETF Adviso 
MXF,YAHOO/TSX_MXF_TO,Can Materials Income ETF 
MXG,YAHOO/TSX_MXG_TO,Maxim Power Corp. 
MYG,YAHOO/TSX_MYG_TO,Methylgene Inc. 
NA,YAHOO/TSX_NA_TO,National Bank Of Canada 
NAF,YAHOO/TSX_NAF_UN_TO,North Amer Finan Cap Sec TR 
NAL,YAHOO/TSX_NAL_TO,Newalta Corporation 
NAU,YAHOO/TSX_NAU_TO,Northland Resources S.A 
NBD,YAHOO/TSX_NBD_TO,Norbord Inc. 
NBD,YAHOO/TSX_NBD_WT_TO,Norbord Inc. Wts 
NBZ,YAHOO/TSX_NBZ_TO,Northern Blizzard Resources Inc.
NCC,YAHOO/TSX_NCC_A_TO,Newfoundland Capital Corp. Cl A Sv 
NCC,YAHOO/TSX_NCC_B_TO,Newfoundland Capital Corp. Cl B Mv 
NCD,YAHOO/TSX_NCD_UN_TO,North American Advantaged Convertibles Fund
NCF,YAHOO/TSX_NCF_TO,Northcliff Resources Ltd 
NCQ,YAHOO/TSX_NCQ_TO,Novacopper Inc 
NCU,YAHOO/TSX_NCU_TO,Nevada Copper Corp. 
ND,YAHOO/TSX_ND_TO,New Dawn Mining Corp. 
NDM,YAHOO/TSX_NDM_TO,Northern Dynasty Minerals Ltd. 
NDN,YAHOO/TSX_NDN_TO,Nordion Inc 
NDQ,YAHOO/TSX_NDQ_TO,Novadaq Technologies Inc. 
NEM,YAHOO/TSX_NEM_TO,Neo Material Technologies Inc. 
NEW,YAHOO/TSX_NEW_A_TO,Newgrowth Corp Cl'A' Cap Shs Np 
NFI,YAHOO/TSX_NFI_TO,New Flyer Industries Ids 
NFI,YAHOO/TSX_NFI_UN_TO,New Flyer Industries Ids 
NG,YAHOO/TSX_NG_TO,Novagold Res Inc. 
NGD,YAHOO/TSX_NGD_TO,New Gold Inc. 
NGI,YAHOO/TSX_NGI_UN_TO,NDX Growth and Income Fund
NGL,YAHOO/TSX_NGL_TO,Angle Energy Inc. 
NGQ,YAHOO/TSX_NGQ_TO,Ngex Resources Inc. 
NHC,YAHOO/TSX_NHC_TO,Northstar Healthcare Inc. 
NI,YAHOO/TSX_NI_TO,Victory Nickel Inc. 
NIC,YAHOO/TSX_NIC_TO,Pure Nickel Inc. 
NIF,YAHOO/TSX_NIF_UN_TO,Noranda Income Fund 
NII,YAHOO/TSX_NII_TO,Norsat Intl 
NIO,YAHOO/TSX_NIO_TO,Niocan Inc J 
NKO,YAHOO/TSX_NKO_TO,Niko Res 
NLN,YAHOO/TSX_NLN_TO,Neulion Inc. 
NM,YAHOO/TSX_NM_TO,Newcrest Mining Limited 
NMC,YAHOO/TSX_NMC_TO,Newmont Mining Corp. Of Cda Ltd. 
NML,YAHOO/TSX_NML_TO,New Millennium Iron Corp 
NNN,YAHOO/TSX_NNN_TO,Nimin Energy Corp. 
NOA,YAHOO/TSX_NOA_TO,North American Energy Partners Inc. 
NPC,YAHOO/TSX_NPC_TO,Allon Therapeutics Inc. 
NPF,YAHOO/TSX_NPF_UN_TO,North American Preferred Share Fund
NPI,YAHOO/TSX_NPI_TO,Northland Power Inc. 
NPK,YAHOO/TSX_NPK_TO,Verde Potash Plc 
NPR,YAHOO/TSX_NPR_UN_TO,Northern Property REIT 
NPS,YAHOO/TSX_NPS_TO,Northern Power Systems Corp.
NRE,YAHOO/TSX_NRE_TO,Namibia Rare Earths Inc 
NRF,YAHOO/TSX_NRF_UN_TO,North American REIT Income Fund
NRG,YAHOO/TSX_NRG_TO,Alter Nrg Corp. 
NRI,YAHOO/TSX_NRI_TO,Nuvo Research Inc. 
NSU,YAHOO/TSX_NSU_TO,Nevsun Res J 
NTB,YAHOO/TSX_NTB_TO,Neptune Technologies & Bioressources Inc 
NTI,YAHOO/TSX_NTI_TO,Northcore Technologies Inc. 
NUS,YAHOO/TSX_NUS_TO,Nautilus Minerals Inc. 
NUX,YAHOO/TSX_NUX_TO,New Pacific Metals Corp 
NVA,YAHOO/TSX_NVA_TO,Nuvista Energy Ltd. 
NVC,YAHOO/TSX_NVC_TO,Neovasc Inc.
NVR,YAHOO/TSX_NVR_TO,Nevada Iron Ltd.
NWC,YAHOO/TSX_NWC_TO,The North West Company Inc 
NWH,YAHOO/TSX_NWH_UN_TO,Northwest Healthcare Prop REIT 
NWI,YAHOO/TSX_NWI_TO,Nuinsco Res J 
NXC,YAHOO/TSX_NXC_TO,NEXC Partners Corp.
NXJ,YAHOO/TSX_NXJ_TO,Nexj Systems Inc 
NXY,YAHOO/TSX_NXY_TO,Nexen Inc. 
OBM,YAHOO/TSX_OBM_TO,Oban Mining Corporation
OCS,YAHOO/TSX_OCS_UN_TO,OCP Credit Strategy Fund
OCX,YAHOO/TSX_OCX_TO,Onex Corporation Sv 
OER,YAHOO/TSX_OER_TO,Oando Energy Resources Inc. 
OGC,YAHOO/TSX_OGC_TO,Oceanagold Corporation 
OGD,YAHOO/TSX_OGD_TO,Orbit Garant Drilling Inc. 
OGF,YAHOO/TSX_OGF_UN_TO,Aston Hill Oil And Gas Income Fund 
OLE,YAHOO/TSX_OLE_TO,Oromin Explorations Ltd. 
OLY,YAHOO/TSX_OLY_TO,Olympia Financial Group Inc.
OMG,YAHOO/TSX_OMG_TO,Opmedic Group Inc. 
OMI,YAHOO/TSX_OMI_TO,Orosur Mining Inc 
OMN,YAHOO/TSX_OMN_TO,Oracle Mining Corp 
ONC,YAHOO/TSX_ONC_TO,Oncolytics Bio 
ONE,YAHOO/TSX_ONE_TO,O1 Communique J 
ONR,YAHOO/TSX_ONR_TO,Open Range Energy Corp. 
OPM,YAHOO/TSX_OPM_TO,Opta Minerals Inc. 
OR,YAHOO/TSX_OR_TO,Osisko Gold Royalties Ltd.
ORA,YAHOO/TSX_ORA_TO,Aura Mineralsinc. 
ORE,YAHOO/TSX_ORE_TO,Orezone Gold Corporation 
ORL,YAHOO/TSX_ORL_TO,Orocobre Limited 
ORT,YAHOO/TSX_ORT_TO,Orbite V.S.P.A. Inc. [Exploration] 
ORV,YAHOO/TSX_ORV_TO,Orvana Minerals J 
OSK,YAHOO/TSX_OSK_TO,Osisko Mining Corporation 
OSL,YAHOO/TSX_OSL_UN_TO,OCP Senior Credit Fund
OSU,YAHOO/TSX_OSU_TO,Orsu Metals Corporation 
OTC,YAHOO/TSX_OTC_TO,Open Text Corp 
OUY,YAHOO/TSX_OUY_UN_TO,O'Leary U.S. Strategic Yield Advantaged Fund
OXC,YAHOO/TSX_OXC_TO,Oryx Petroleum Corporation Ltd.
OXF,YAHOO/TSX_OXF_A_TO,First Asset Can-Energy Covered 
OXF,YAHOO/TSX_OXF_TO,Can Energy Income ETF 
OYM,YAHOO/TSX_OYM_TO,Olympus Pacific Minerals Inc. 
P,YAHOO/TSX_P_TO,Primero Mining Corp 
P,YAHOO/TSX_P_WT_TO,Primero Mining Corp Wts 
PAA,YAHOO/TSX_PAA_TO,Pan American J 
PAP,YAHOO/TSX_PAP_A_TO,Paulin H & Co Ltd Cl A 
PAR,YAHOO/TSX_PAR_UN_TO,Partners REIT 
PAT,YAHOO/TSX_PAT_TO,Patagonia Gold Plc 
PBG,YAHOO/TSX_PBG_TO,Petrobank J 
PBH,YAHOO/TSX_PBH_TO,Premium Brands Holdings Corporation 
PBL,YAHOO/TSX_PBL_TO,Pollard Banknote Limited 
PBN,YAHOO/TSX_PBN_TO,Petrobakken Energy Ltd 
PBO,YAHOO/TSX_PBO_TO,Ipath Pure Beta Crude Oil CAD 
PCE,YAHOO/TSX_PCE_TO,Pace Oil And Gas Ltd 
PCU,YAHOO/TSX_PCU_UN_TO,Premier Canadian Income Fund
PCY,YAHOO/TSX_PCY_TO,Prophecy Coal Corp 
PD,YAHOO/TSX_PD_TO,Precision Drilling Corporation 
PDC,YAHOO/TSX_PDC_TO,Powershares Cdn Div Idx ETF 
PDL,YAHOO/TSX_PDL_TO,N A Palladium 
PDN,YAHOO/TSX_PDN_TO,Paladin Energy Ltd. 
PDV,YAHOO/TSX_PDV_TO,Prime Dividend Corp. Cl A 
PEG,YAHOO/TSX_PEG_TO,Pattern Energy Group Inc.
PEY,YAHOO/TSX_PEY_TO,Peyto Exploration And Dvlpmnt Corp. 
PFB,YAHOO/TSX_PFB_TO,Pfb Corp 
PFH,YAHOO/TSX_PFH_TO,Powershares HY Corp Bond Idx ETF 
PFN,YAHOO/TSX_PFN_TO,Pacific North West Capital Corp. 
